Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
57,2.0,0.0,0.0,1149.0,17.0,23.0,3237.0,0.1,10.0,0.0,0.0,629.1239824295044,,,,,,,,,,,,,,,,,,,,,1.277718229165818,5.078539429549524,9.990583657460451,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,0.0,1187.0,18.0,38.0,3275.0,0.1,21.0,0.0,0.0,632.9490420818329,,,,,,,,,,,,,,,,,,,,,4.950787188289875,9.080248890877074,20.85355634598061,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,0.0,1265.0,19.0,78.0,3353.0,0.1,55.0,0.0,0.0,640.6476035118103,,,,,,,,,,,,,,,,,,,,,18.627883335277833,20.17769737180002,53.65428000557948,-10.945164670461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,0.0,1363.0,20.0,98.0,3451.0,0.1,79.0,0.0,0.0,650.3656814098358,,,,,,,,,,,,,,,,,,,,,31.441007686086017,26.314322408837647,76.07084686965604,-8.964083874125917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,37.0,1.0,37.0,3488.0,0.1,18.0,0.0,0.0,926.0688948631287,,,,,,,,,,,,,,,,,,,,,2.948701341373447,8.368527158241738,17.92673359081724,-8.964083874125917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,172.0,2.0,135.0,3623.0,0.1,118.0,0.0,0.0,939.354621887207,,,,,,,,,,,,,,,,,,,,,50.44314012139951,36.36025035923779,111.41289045162391,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,211.0,3.0,39.0,3662.0,0.1,22.0,0.0,0.0,943.2704045772552,,,,,,,,,,,,,,,,,,,,,5.40873803184257,9.39446392282062,21.832702789634627,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,249.0,4.0,38.0,3700.0,0.1,25.0,0.0,0.0,947.3718271255493,,,,,,,,,,,,,,,,,,,,,8.216491816955692,9.785719715559438,24.737223019772212,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,455.0,5.0,206.0,3906.0,0.1,127.0,0.0,0.0,967.2292532920837,,,,,,,,,,,,,,,,,,,,,37.29521692171482,42.24362833792055,119.556178114177,-19.940603196935754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,509.0,6.0,54.0,3960.0,0.1,35.0,0.0,0.0,972.6019802093506,,,,,,,,,,,,,,,,,,,,,10.738167446150923,13.659477207093309,34.489082634093414,-8.964083874125917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
